village_name,location_code,area_ha,population,households,primary_school,middle_school,secondary_school,senior_secondary_school,chc,phc,phs,hospital_allopathic,dispensary,medicine_shop,tap_water,well_water,hand_pump,tube_well,river_canal,pond_lake,community_toilet_bath,community_toilet,mobile_coverage,internet_csc,bus_service,railway_station,auto,taxi,national_highway,state_highway,major_district_road,other_district_road,pucca_roads,kutcha_roads,footpaths,bank,atm,agricultural_credit_society,pds_shop,icds,anganwadi,asha,electricity_domestic,electricity_agricultural,electricity_commercial,electricity_all_uses,forest_ha,non_agricultural_ha,barren_uncultivable_ha,pasture_ha,culturable_waste_ha,fallow_ha,current_fallow_ha,net_area_sown_ha,irrigated_ha,unirrigated_ha,primary_school_score,middle_school_score,secondary_school_score,senior_secondary_school_score,phs_score,phc_score,hospital_allopathic_score,tap_water_score,tube_well_score,mobile_coverage_score,internet_csc_score,bus_service_score,pucca_roads_score,bank_score,pds_shop_score,anganwadi_score,asha_score,electricity_all_uses_score,amenity_score,space_per_person,capacity_score,railway_station_score,auto_score,taxi_score,national_highway_score,state_highway_score,major_district_road_score,other_district_road_score,footpaths_score,accessibility_score,non_agri_ratio,barren_ratio,forest_ratio,usable_land_ratio,environment_raw,environment_score,relocation_score,relocation_score_100,rank,slope_mean,censuscode2011_x,flood_risk,flood_class,censuscode2011_y,landslide_risk,slope_risk,safety_score,final_relocation_score,final_relocation_score_100,final_rank,hub_distance_km
Jagalani Grant No.43 F.S.,291070,498.6,1553,303,2,2,1,c,,,,,,1.0,Yes,Yes,No,Yes,Yes,No,No,Yes,c,Yes,Yes,Yes,c,Yes,c,c,c,Yes,Yes,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,66.9,0.0,0.0,80.3,13.4,0.0,307.8,0.0,307.8,1.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,1.0,0.25,1.0,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.6527777777777778,0.3210560206052801,0.3504511091789497,1.0,0.25,1.0,0.25,0.25,0.25,1.0,1.0,0.7,0.1341756919374248,0.0,0.0,0.1879261933413558,0.5939630966706779,0.500957783835556,0.5609987785062931,56.09987785062931,137,1.0,291070,0.0,Not listed,291070.0,0.267,0.101869126305975,0.899526174738805,0.6625669147655928,66.25669147655928,29,15.659
Lahoal Patra,291300,197.5,1644,363,2,2,1,a,,1.0,1.0,,1.0,1.0,Yes,No,Yes,Yes,No,No,No,No,Yes,b,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,c,b,c,Yes,b,Yes,Yes,Yes,No,Yes,No,0.0,54.2,0.0,2.4,0.0,0.0,0.0,105.4,0.0,105.4,1.0,1.0,1.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.8055555555555556,0.1201338199513382,0.3456986786772796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2744303797468355,0.0,0.0,0.0,0.5,0.3814756671899529,0.6641086919961994,66.41086919961994,3,1.0,291300,0.0,Not listed,291300.0,0.571,0.166146068852334,0.7954707862295332,0.6618343342396261,66.18343342396261,30,9.566
Matak Gaon,291116,179.0,2838,591,5,2,1,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,b,b,Yes,a,a,Yes,a,a,a,Yes,Yes,Yes,Yes,c,a,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,113.8,0.0,0.0,0.0,0.0,0.0,58.5,0.0,58.5,1.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.7222222222222222,0.0630725863284002,0.3443490042946083,0.75,0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.875,0.635754189944134,0.0,0.0,0.0,0.5,0.3814756671899529,0.6054379400671983,60.54379400671983,37,1.0,291116,0.0,Not listed,291116.0,0.356,0.172876043312502,0.8586247913374996,0.6617585176871449,66.1758517687145,31,9.651
Mirihula No.1,291982,27.3,1057,248,1,a,a,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,a,a,a,a,Yes,Yes,a,Yes,Yes,c,a,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,8.0,3.2,0.0,0.0,0.0,0.0,6.9,0.0,6.9,1.0,0.75,0.75,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.75,0.25,1.0,1.0,1.0,0.0,0.7083333333333334,0.0258278145695364,0.2863251932862327,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.85,0.293040293040293,0.1172161172161172,0.0,0.0,0.4648351648351648,0.3367605706695189,0.5710167457887952,57.101674578879525,102,1.0,291982,0.0,Not listed,291982.0,0.202,0.0918033842246152,0.921039323155077,0.6605111131840168,66.05111131840168,32,33.289
Dhakeri Gaon,291095,156.2,3585,815,1,3,1,a,,,1.0,,,1.0,Yes,Yes,Yes,No,No,No,No,Yes,Yes,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,b,a,b,a,a,Yes,Yes,Yes,No,Yes,No,0.0,101.2,0.0,8.5,0.0,0.0,0.0,30.3,0.0,30.3,1.0,1.0,1.0,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,1.0,0.5,0.75,1.0,1.0,0.0,0.7083333333333334,0.0435704323570432,0.2867448609868571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.647887323943662,0.0,0.0,0.0,0.5,0.3814756671899529,0.6250646820180383,62.50646820180384,18,1.0,291095,0.0,Not listed,291095.0,0.512,0.0945568890556115,0.8274886221888778,0.6599030142007584,65.99030142007584,33,4.278
Borpather Kakoti Gaon,291163,260.4,2320,475,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,c,Yes,c,Yes,Yes,a,a,a,Yes,Yes,Yes,Yes,a,a,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,123.4,0.0,25.8,0.0,0.0,0.0,104.5,0.0,104.5,1.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.7361111111111112,0.1122413793103448,0.3455119980839315,0.25,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.85,0.4738863287250384,0.0,0.0,0.0,0.5,0.3814756671899529,0.6017009107367512,60.17009107367512,40,1.0,291163,0.0,Not listed,291163.0,0.353,0.143994539588683,0.8653010920822635,0.6597197864323813,65.97197864323813,34,11.752
Bokul Maj Gaon,291301,316.2,1765,391,3,1,1,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,b,Yes,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,c,b,c,Yes,b,Yes,Yes,Yes,No,Yes,No,0.0,80.6,0.0,13.5,0.0,0.0,0.0,175.1,0.0,175.1,1.0,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.7361111111111112,0.1791501416430594,0.3470945969301718,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,0.2549019607843137,0.0,0.0,0.0,0.5,0.3814756671899529,0.6395965604483114,63.959656044831135,14,1.0,291301,0.0,Not listed,291301.0,0.529,0.20149940016754,0.801000119966492,0.6593950472976328,65.93950472976327,35,7.59
Teporchali Chetia Block,291869,22.9,126,29,1,a,a,b,,,,,,0.0,No,No,No,Yes,Yes,No,No,No,a,b,Yes,b,b,Yes,Yes,Yes,Yes,Yes,b,Yes,Yes,a,b,c,Yes,b,Yes,a,Yes,No,No,No,0.0,2.3,0.0,0.0,0.1,0.0,0.0,20.0,0.0,20.0,1.0,0.75,0.75,0.5,0.0,0.0,0.0,0.0,1.0,0.75,0.5,1.0,0.5,0.75,1.0,1.0,0.75,0.0,0.5694444444444444,0.1817460317460317,0.2328702834616106,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.85,0.1004366812227074,0.0,0.0,0.0043668122270742,0.5021834061135371,0.3842520548696468,0.5324290929504432,53.24290929504431,264,1.0,291869,0.0,Not listed,291869.0,0.118,0.158424559016713,0.9329150881966574,0.6590214143745127,65.90214143745126,36,32.167
Rangagarah No.1,291968,250.4,1444,296,2,a,a,b,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,b,a,b,Yes,Yes,a,b,a,Yes,b,Yes,Yes,b,b,b,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,35.6,3.8,0.0,1.4,4.6,0.0,120.4,0.0,120.4,1.0,0.75,0.75,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.5,0.75,0.5,0.5,1.0,1.0,1.0,0.0,0.6805555555555556,0.1734072022160664,0.2898159015354279,0.5,1.0,1.0,0.75,0.5,0.75,1.0,1.0,0.775,0.1421725239616613,0.0151757188498402,0.0,0.023961661341853,0.5074281150159745,0.3909211509622282,0.5532770944651916,55.32770944651916,164,1.0,291968,0.0,Not listed,291968.0,0.109,0.174973686942004,0.9323052626115992,0.6590142530728309,65.90142530728309,37,37.496
Mirihula Block,291984,30.3,658,150,1,a,a,b,,,,,,0.0,Yes,Yes,Yes,No,No,No,No,No,Yes,a,Yes,a,a,a,a,a,Yes,Yes,a,Yes,Yes,a,a,c,Yes,b,Yes,Yes,Yes,No,No,No,0.0,5.5,2.2,0.0,0.0,0.0,0.0,10.2,0.0,10.2,1.0,0.75,0.75,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.0,0.625,0.0460486322188449,0.2868034780663741,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.85,0.1815181518151815,0.0726072607260726,0.0,0.0,0.4782178217821782,0.3537777639616395,0.5537064223089214,55.37064223089215,163,1.0,291984,0.0,Not listed,291984.0,0.203,0.142713317541364,0.9105573364917272,0.6589904687075304,65.89904687075304,38,32.863
Kachamari No.1,291929,303.1,1348,273,2,2,b,c,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,c,c,a,b,Yes,a,a,a,a,Yes,b,Yes,Yes,c,b,c,a,c,Yes,Yes,Yes,No,No,No,0.0,50.7,5.8,0.0,4.0,6.2,8.6,217.9,0.0,217.9,1.0,1.0,0.5,0.25,0.0,0.0,0.0,1.0,1.0,0.25,0.25,0.75,0.5,0.25,0.75,1.0,1.0,0.0,0.5277777777777778,0.2248516320474777,0.2338898640206461,0.5,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.775,0.1672715275486638,0.0191355988122731,0.0,0.0620257340811613,0.5252721873968986,0.4136114156852243,0.5056391935866509,50.56391935866509,454,1.0,291929,0.0,Not listed,291929.0,0.012,0.189092179475242,0.9585815641049515,0.6589468039999259,65.8946803999926,39,40.976
Dibuwal Dihingia Gaon,291115,226.5,2906,615,3,2,1,a,,1.0,,,,1.0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,a,Yes,b,Yes,Yes,a,a,a,Yes,Yes,Yes,Yes,c,a,c,Yes,b,Yes,Yes,Yes,No,Yes,No,0.0,55.9,0.0,3.2,0.0,0.0,0.0,164.4,0.0,164.4,1.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,1.0,1.0,1.0,0.0,0.7638888888888888,0.0779421885753613,0.3447007163057059,0.5,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.875,0.2467991169977925,0.0,0.0,0.0,0.5,0.3814756671899529,0.6159425347366394,61.59425347366394,25,1.0,291115,0.0,Not listed,291115.0,0.376,0.183194587505243,0.8505610824989513,0.6586209621545,65.86209621545,40,8.66
Dikhari 119 No Fs 144/107 Nlr,291926,295.1,2596,538,1,b,b,c,,,,,,1.0,No,Yes,Yes,No,No,No,No,No,Yes,b,Yes,b,b,b,b,b,Yes,Yes,Yes,Yes,Yes,b,b,c,b,c,Yes,Yes,Yes,No,No,No,0.0,7.0,1.6,0.0,2.8,1.8,1.0,10.8,0.0,10.8,1.0,0.5,0.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.4861111111111111,0.1136748844375963,0.2312601906212008,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.75,0.023720772619451,0.0054218908844459,0.0,0.0189766180955608,0.5078617417824467,0.3914725444957329,0.4826373343322245,48.263733433222455,661,1.0,291926,0.0,Not listed,291926.0,0.023,0.0879450983951605,0.975510980320968,0.6567403214580474,65.67403214580474,41,39.325
Tepargaon,291091,251.0,4304,966,1,3,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,a,Yes,a,Yes,Yes,a,a,a,Yes,Yes,Yes,Yes,b,a,b,Yes,a,Yes,Yes,Yes,No,Yes,No,0.0,183.9,0.0,4.0,0.0,0.0,0.0,57.1,0.0,57.1,1.0,1.0,0.75,0.75,1.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.7638888888888888,0.058317843866171,0.3442365399525319,0.75,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.9,0.7326693227091634,0.0,0.0,0.0,0.5,0.3814756671899529,0.6233264906483458,62.33264906483458,19,1.0,291091,0.0,Not listed,291091.0,0.467,0.13359057327951,0.833181885344098,0.6565532392042652,65.65532392042653,42,3.834
Ghugul Pather,291951,43.1,238,48,1,a,a,c,,,,,,0.0,No,Yes,Yes,No,No,No,No,No,c,c,a,a,a,a,a,a,a,Yes,b,Yes,Yes,b,b,b,Yes,c,Yes,a,Yes,No,No,No,0.0,10.2,1.8,0.0,1.2,0.8,2.0,25.0,0.0,25.0,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.75,0.5,0.5,1.0,1.0,0.75,0.0,0.4305555555555556,0.1810924369747899,0.2328548239269426,0.75,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.775,0.2366589327146171,0.0417633410672853,0.0,0.0928074245939675,0.5338747099767982,0.4245502591541704,0.4832626467014587,48.32626467014587,655,1.0,291951,0.0,Not listed,291951.0,0.044,0.189674357180563,0.9488651285638874,0.6564422962804163,65.64422962804163,43,40.938
Ophulia,292109,458.2,1510,289,3,2,1,a,,,,,,1.0,Yes,Yes,Yes,No,No,No,No,No,Yes,c,Yes,c,Yes,Yes,c,a,Yes,Yes,Yes,Yes,Yes,a,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,64.6,0.0,17.3,0.0,0.0,0.5,295.5,0.0,295.5,1.0,1.0,1.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,0.0,0.6527777777777778,0.3034437086092715,0.3500345236126841,0.25,1.0,1.0,0.25,0.75,1.0,1.0,1.0,0.825,0.140986468790921,0.0,0.0,0.0010912265386294,0.5005456132693147,0.3821694611430846,0.5746369675762324,57.46369675762324,92,1.0,292109,0.0,Not listed,292109.0,0.341,0.157363113159899,0.8662273773680202,0.6563250010218419,65.63250010218418,44,31.869
Bali Gaon,291210,275.8,843,179,1,1,a,a,,,,,,1.0,Yes,No,Yes,No,No,No,Yes,No,Yes,c,a,b,Yes,Yes,a,a,a,Yes,b,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,20.0,0.0,0.0,9.6,0.0,0.0,236.2,0.0,236.2,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.75,0.5,0.25,1.0,1.0,1.0,0.0,0.5694444444444444,0.3271648873072361,0.2934527455980311,0.5,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.8,0.0725163161711385,0.0,0.0,0.0348078317621464,0.5174039158810733,0.403606235264787,0.5364455445635763,53.64455445635763,245,1.0,291210,0.0,Not listed,291210.0,0.265,0.0754676675103317,0.9054064664979335,0.6560667082883993,65.60667082883992,45,19.712
Lepetkatta Gaon,291134,289.9,1944,401,1,a,a,a,,,,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,b,Yes,Yes,a,a,a,Yes,Yes,Yes,Yes,b,a,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,60.8,0.0,0.0,0.0,0.0,0.0,209.0,0.0,209.0,1.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,1.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.0,0.6388888888888888,0.1491255144032921,0.2892415646357828,0.5,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.875,0.209727492238703,0.0,0.0,0.0,0.5,0.3814756671899529,0.5708277468191585,57.08277468191585,103,1.0,291134,0.0,Not listed,291134.0,0.319,0.131597149583623,0.8779805700832755,0.6557239692707488,65.57239692707488,46,13.722
Sepon Chah Bagicha 18/21 Nlr G,291962,296.6,1300,256,1,2,a,b,,1.0,,,,1.0,No,Yes,Yes,Yes,No,No,No,No,c,a,Yes,,Yes,Yes,Yes,b,Yes,Yes,b,Yes,Yes,c,c,c,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,19.7,2.9,0.0,1.1,0.0,0.0,12.4,0.0,12.4,1.0,1.0,0.75,0.5,0.0,1.0,0.0,0.0,1.0,0.25,0.75,1.0,0.5,0.25,1.0,1.0,1.0,0.0,0.6111111111111112,0.2281538461538461,0.2339679715816378,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8,0.0664194200944032,0.0097774780849629,0.0,0.0037086985839514,0.4989211058664868,0.3801037609919221,0.5272905228715716,52.72905228715716,290,1.0,291962,0.0,Not listed,291962.0,0.089,0.122292130779782,0.9488415738440436,0.6550441865818152,65.50441865818152,47,39.513
Disam Chah Bagicha,292361,239.7,1928,394,1,2,1,c,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,b,Yes,Yes,b,Yes,Yes,Yes,Yes,Yes,Yes,Yes,b,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,0.0,29.7,0.0,200.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7916666666666666,0.1243257261410788,0.4029406873463067,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.9,0.1239048811013767,0.0,0.0,0.0417188151856487,0.5208594075928243,0.408000188618819,0.6502518762270071,65.02518762270071,7,1.0,292361,0.0,Not listed,292361.0,0.64,0.130942469723498,0.7818115060553004,0.6546598025515198,65.46598025515198,48,40.945
Abhoipuria Bongali,291994,60.1,1333,311,1,a,a,a,,,1.0,,,1.0,Yes,Yes,Yes,Yes,No,No,No,No,a,a,Yes,a,a,a,a,Yes,Yes,Yes,b,Yes,Yes,b,a,b,Yes,b,a,Yes,Yes,No,No,No,0.0,12.0,1.4,14.0,0.6,1.6,0.0,10.1,0.0,10.1,1.0,0.75,0.75,0.75,1.0,0.0,0.0,1.0,1.0,0.75,0.75,1.0,0.5,0.5,1.0,0.75,1.0,0.0,0.6944444444444444,0.0450862715678919,0.2296378581223117,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,0.85,0.1996672212978369,0.0232945091514143,0.0,0.0366056572379367,0.5113144758735441,0.3958629912991691,0.5651931739015229,56.51931739015229,123,1.0,291994,0.0,Not listed,291994.0,0.218,0.0771875727457941,0.9191624854508412,0.6544539074057898,65.44539074057897,49,32.484
Niz-Tengakhat,291606,197.0,2533,554,4,2,1,a,,1.0,,,,2.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,c,Yes,c,Yes,Yes,c,b,Yes,Yes,Yes,Yes,Yes,Yes,c,c,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0.0,84.5,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,1.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7777777777777778,0.0777733912356889,0.4018395808702266,0.25,1.0,1.0,0.25,0.5,1.0,1.0,1.0,0.8,0.4289340101522843,0.0,0.0,0.2639593908629442,0.631979695431472,0.5492991417574449,0.64476416801349,64.476416801349,10,1.0,291606,0.0,Not listed,291606.0,0.672,0.0993695031762693,0.7785260993647461,0.654265206227072,65.4265206227072,50,27.055
Sepon 284 Nlr Grant,291963,126.1,1705,330,2,2,1,c,,,,,,1.0,Yes,No,Yes,No,No,No,No,No,Yes,c,a,c,Yes,a,a,a,a,Yes,a,Yes,Yes,c,c,c,a,Yes,Yes,Yes,Yes,No,No,No,0.0,7.7,2.3,0.0,0.2,2.2,0.0,7.4,0.0,7.4,1.0,1.0,1.0,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.75,0.75,0.25,0.75,1.0,1.0,0.0,0.5555555555555556,0.0739589442815249,0.2303207859920165,0.25,1.0,0.75,0.75,0.75,0.75,1.0,1.0,0.775,0.0610626486915146,0.0182394924662965,0.0,0.0190325138778747,0.5040444091990484,0.3866184795152734,0.5062927812899477,50.62927812899477,446,1.0,291963,0.0,Not listed,291963.0,0.08,0.0876101755078153,0.958477964898437,0.6539641543846699,65.39641543846699,51,38.951
Chawolkhowa Charaihabi Gaon,291066,132.6,519,93,1,a,a,c,,,,,,1.0,No,No,No,Yes,No,No,No,Yes,Yes,c,a,b,a,a,a,a,a,Yes,a,Yes,Yes,b,c,b,Yes,c,Yes,Yes,Yes,No,No,No,0.0,8.0,0.0,0.0,20.1,0.0,0.0,104.5,0.0,104.5,1.0,0.75,0.75,0.25,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.75,0.75,0.5,1.0,1.0,1.0,0.0,0.5555555555555556,0.2554913294797687,0.2346145874815939,0.5,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.775,0.0603318250377073,0.0,0.0,0.1515837104072398,0.5757918552036199,0.4778514956278369,0.5256128348848548,52.56128348848548,298,0.700000000496705,291066,0.0,Not listed,291066.0,0.226,0.0604534369850868,0.9201093126029828,0.6533750962557672,65.33750962557671,52,18.515
Podumoni Chetia,291855,134.3,381,79,1,1,a,a,,,,,,0.0,Yes,No,Yes,Yes,No,No,No,No,c,c,Yes,c,Yes,Yes,c,c,Yes,Yes,b,Yes,Yes,b,c,b,Yes,c,Yes,a,Yes,No,No,No,0.0,12.0,9.4,0.0,1.0,2.0,0.0,98.8,0.0,98.8,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,1.0,1.0,0.75,0.0,0.5972222222222222,0.35249343832021,0.2940518440451186,0.25,1.0,1.0,0.25,0.25,1.0,1.0,1.0,0.725,0.0893521965748324,0.0699925539836187,0.0,0.0223380491437081,0.4901712583767684,0.3689775812954198,0.5141140328259192,51.41140328259192,384,1.0,291855,0.0,Not listed,291855.0,0.107,0.0958986039295813,0.9487202792140838,0.6533477098912261,65.33477098912262,53,31.797
Borborua T.E. 13/76 Orr Grant,291143,119.1,2324,455,1,2,a,a,,,,,,1.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,b,Yes,c,a,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,c,a,c,a,b,Yes,Yes,Yes,No,Yes,No,0.0,9.4,0.0,0.0,0.0,0.0,0.0,102.9,0.0,102.9,1.0,1.0,0.75,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.25,0.75,1.0,1.0,0.0,0.6666666666666666,0.0512478485370051,0.2869264555876972,0.25,0.75,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0789252728799328,0.0,0.0,0.0,0.5,0.3814756671899529,0.5846934140015816,58.46934140015816,70,1.0,291143,0.0,Not listed,291143.0,0.397,0.100547256264243,0.8607905487471514,0.6532691834742779,65.32691834742779,54,7.357
Bordoibam Gaon,291180,409.7,851,173,2,a,a,a,,,,,,1.0,Yes,Yes,Yes,No,No,Yes,No,No,Yes,c,a,c,a,a,a,a,a,Yes,a,Yes,Yes,c,c,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,142.8,0.0,128.6,0.0,0.0,0.0,138.2,0.0,138.2,1.0,0.75,0.75,0.75,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.75,0.75,0.25,1.0,1.0,1.0,0.0,0.5694444444444444,0.481433607520564,0.2971016772193713,0.25,0.75,0.75,0.75,0.75,0.75,1.0,1.0,0.75,0.3485477178423237,0.0,0.0,0.0,0.5,0.3814756671899529,0.5179316638539445,51.79316638539445,358,1.0,291180,0.0,Not listed,291180.0,0.196,0.0619776228941382,0.9288044754211724,0.6530185595518048,65.30185595518047,55,21.857
Domradalang No.4,292000,32.9,165,35,1,a,1,a,,,,,,0.0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,a,Yes,a,a,a,a,a,Yes,Yes,b,Yes,Yes,a,a,c,Yes,Yes,Yes,a,Yes,No,No,No,0.0,3.1,1.0,16.7,0.0,4.9,0.0,7.1,0.0,7.1,1.0,0.75,1.0,0.75,0.0,0.0,0.0,1.0,1.0,1.0,0.75,1.0,0.5,0.75,1.0,1.0,0.75,0.0,0.6805555555555556,0.1993939393939393,0.2904305681178217,0.75,0.75,0.75,0.75,0.75,1.0,1.0,1.0,0.825,0.094224924012158,0.0303951367781155,0.0,0.1489361702127659,0.5653495440729484,0.4645732036092436,0.583161171640193,58.316117164019296,75,1.0,292000,0.0,Not listed,292000.0,0.28,0.268360573866736,0.8623278852266528,0.6522247766615031,65.22247766615031,56,29.505
Nibuk Gaon,291217,150.5,270,64,1,c,a,b,,,,,,1.0,Yes,No,Yes,No,No,No,No,Yes,Yes,c,a,b,a,a,Yes,Yes,b,Yes,b,Yes,Yes,a,b,b,Yes,c,Yes,a,Yes,No,No,No,0.0,21.2,0.0,0.0,6.7,2.5,0.0,116.8,0.0,116.8,1.0,0.25,0.75,0.5,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0.75,0.5,0.75,1.0,1.0,0.75,0.0,0.5277777777777778,0.5574074074074075,0.2988986921969839,0.5,0.75,0.75,1.0,1.0,0.5,1.0,1.0,0.775,0.1408637873754152,0.0,0.0,0.0611295681063122,0.5305647840531562,0.4203414051539349,0.5232373985244774,52.32373985244774,317,1.0,291217,0.0,Not listed,291217.0,0.289,0.0780388778085098,0.8976922244382981,0.6518527735976556,65.18527735976556,57,17.471
Gozpuria Gaon,291912,239.6,1026,217,2,2,a,b,,,1.0,,,1.0,No,Yes,Yes,Yes,No,No,No,No,Yes,b,Yes,b,Yes,Yes,a,a,Yes,Yes,b,Yes,Yes,b,b,c,Yes,c,Yes,Yes,Yes,No,No,No,0.0,24.9,7.9,0.0,2.0,1.9,1.1,185.7,0.0,185.7,1.0,1.0,0.75,0.5,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.6527777777777778,0.2335282651072124,0.2340950931863166,0.5,1.0,1.0,0.75,0.75,1.0,1.0,1.0,0.85,0.103923205342237,0.0329716193656093,0.0,0.0208681135225375,0.500542570951586,0.3821655925758002,0.5531513362561837,55.31513362561837,165,1.0,291912,0.0,Not listed,291912.0,0.165,0.180605150451192,0.9143789699097616,0.6516002001468539,65.16002001468539,58,31.387
